run_id,row_id,model,start_time,base_commit,end_time,duration_s,status,cost_usd,patch_path,bundle_path,ended_by,edits,turns
0fe30a70,float-corpus-cases,deepseek/deepseek-v4-flash-0731,2026-09-19T07:57:19.515911+00:00,7455b76d141217c4ac8b7d7812782073468c0f5e,2026-09-19T08:10:31.415423+00:00,791.9,GREEN,0.064514,/home/kantord/.cache/toylang-simple-dispatch/results/float-corpus-cases/0fe30a70/patch,/home/kantord/.cache/toylang-simple-dispatch/results/float-corpus-cases/0fe30a70,model_done,9,56
4eaa3590,float-corpus-cases,deepseek/deepseek-v4-flash-0731,2026-09-19T11:57:06.886404+00:00,981c78bce65c1fc0e62746403e22f9be564b0102,2026-09-19T12:09:20.121634+00:00,733.2,GREEN,0.054177,/home/kantord/.cache/toylang-simple-dispatch/results/float-corpus-cases/4eaa3590/patch,/home/kantord/.cache/toylang-simple-dispatch/results/float-corpus-cases/4eaa3590,model_done,10,59
3c964607,convergence-guard-lint-check,deepseek/deepseek-v4-flash-0731,2026-09-19T13:23:58.366874+00:00,c593c3f647335b895287ac003985c2f9a16dfd89,2026-09-19T13:29:03.606250+00:00,305.2,GREEN,0.008447,/home/kantord/.cache/toylang-simple-dispatch/results/convergence-guard-lint-check/3c964607/patch,/home/kantord/.cache/toylang-simple-dispatch/results/convergence-guard-lint-check/3c964607,model_done,3,22
08a694b9,transpose-remaining-backends,deepseek/deepseek-v4-flash-0731,2026-09-19T13:23:58.366838+00:00,c593c3f647335b895287ac003985c2f9a16dfd89,2026-09-19T13:30:11.395722+00:00,373.0,GREEN,0.009563,/home/kantord/.cache/toylang-simple-dispatch/results/transpose-remaining-backends/08a694b9/patch,/home/kantord/.cache/toylang-simple-dispatch/results/transpose-remaining-backends/08a694b9,max_turns,3,30
b0387911,transpose-remaining-backends,deepseek/deepseek-v4-flash-0731,2026-09-19T14:42:42.364732+00:00,ba59bb7c2fa11b2a6eea8597d35e13bd1b7c54c6,2026-09-19T15:01:33.532464+00:00,1131.2,GREEN,0.108342,/home/kantord/.cache/toylang-simple-dispatch/results/transpose-remaining-backends/b0387911/patch,/home/kantord/.cache/toylang-simple-dispatch/results/transpose-remaining-backends/b0387911,model_done,9,77
8fe6a6b6,select-lazy-materialization-build-go,deepseek/deepseek-v4-flash-0731,2026-09-19T15:44:33.722711+00:00,719472d9ceb58d718ac7a1dc8940129a5b421da3,2026-09-19T16:04:18.161636+00:00,1184.4,RED,0.139635,/home/kantord/.cache/toylang-simple-dispatch/results/select-lazy-materialization-build-go/8fe6a6b6/patch,/home/kantord/.cache/toylang-simple-dispatch/results/select-lazy-materialization-build-go/8fe6a6b6,max_turns,16,90
5c1e6efa,select-lazy-materialization-build-lua,deepseek/deepseek-v4-flash-0731,2026-09-19T15:44:33.723405+00:00,719472d9ceb58d718ac7a1dc8940129a5b421da3,2026-09-19T16:07:22.219451+00:00,1368.5,GREEN,0.127617,/home/kantord/.cache/toylang-simple-dispatch/results/select-lazy-materialization-build-lua/5c1e6efa/patch,/home/kantord/.cache/toylang-simple-dispatch/results/select-lazy-materialization-build-lua/5c1e6efa,model_done,10,83
e82aeec3,select-lazy-materialization-build-js,deepseek/deepseek-v4-flash-0731,2026-09-19T15:44:33.723150+00:00,719472d9ceb58d718ac7a1dc8940129a5b421da3,2026-09-19T16:06:18.229986+00:00,1304.5,GREEN,0.151208,/home/kantord/.cache/toylang-simple-dispatch/results/select-lazy-materialization-build-js/e82aeec3/patch,/home/kantord/.cache/toylang-simple-dispatch/results/select-lazy-materialization-build-js/e82aeec3,model_done,10,83
9219838b,select-lazy-materialization-build-js,deepseek/deepseek-v4-flash-0731,2026-09-19T16:18:28.318362+00:00,da260330019c2fb7544e47cff4b4ba1fd9c65f76,2026-09-19T16:24:42.711592+00:00,374.4,GREEN,0.021930,/home/kantord/.cache/toylang-simple-dispatch/results/select-lazy-materialization-build-js/9219838b/patch,/home/kantord/.cache/toylang-simple-dispatch/results/select-lazy-materialization-build-js/9219838b,max_turns,2,30
75774bb2,select-lazy-materialization-build-jq,deepseek/deepseek-v4-flash-0731,2026-09-19T16:27:16.013252+00:00,417b212731d8a94e99a71c6ac056a390cf1732a8,2026-09-19T16:42:40.476356+00:00,924.5,GREEN,0.089619,/home/kantord/.cache/toylang-simple-dispatch/results/select-lazy-materialization-build-jq/75774bb2/patch,/home/kantord/.cache/toylang-simple-dispatch/results/select-lazy-materialization-build-jq/75774bb2,max_turns,4,60
e7ae3c1e,select-lazy-materialization-build-rust,deepseek/deepseek-v4-flash-0731,2026-09-19T16:27:16.013182+00:00,417b212731d8a94e99a71c6ac056a390cf1732a8,2026-09-19T16:38:22.211287+00:00,666.2,GREEN,0.089303,/home/kantord/.cache/toylang-simple-dispatch/results/select-lazy-materialization-build-rust/e7ae3c1e/patch,/home/kantord/.cache/toylang-simple-dispatch/results/select-lazy-materialization-build-rust/e7ae3c1e,max_turns,7,60
68402024,select-lazy-materialization-build-go,deepseek/deepseek-v4-flash-0731,2026-09-19T16:27:16.013410+00:00,417b212731d8a94e99a71c6ac056a390cf1732a8,2026-09-19T16:34:06.450536+00:00,410.4,GREEN,0.021781,/home/kantord/.cache/toylang-simple-dispatch/results/select-lazy-materialization-build-go/68402024/patch,/home/kantord/.cache/toylang-simple-dispatch/results/select-lazy-materialization-build-go/68402024,model_done,8,39
62ba574f,select-lazy-materialization-build-js,deepseek/deepseek-v4-flash-0731,2026-09-19T16:33:35.679888+00:00,417b212731d8a94e99a71c6ac056a390cf1732a8,2026-09-19T16:52:15.859437+00:00,1120.2,GREEN,0.074382,/home/kantord/.cache/toylang-simple-dispatch/results/select-lazy-materialization-build-js/62ba574f/patch,/home/kantord/.cache/toylang-simple-dispatch/results/select-lazy-materialization-build-js/62ba574f,max_turns,4,60
76aa59c3,select-lazy-materialization-build-lua,deepseek/deepseek-v4-flash-0731,2026-09-19T17:01:10.106536+00:00,4b7df4d54be7d80e9e9a7eaa52f645792521b099,2026-09-19T17:27:46.320433+00:00,1596.2,GREEN,0.137853,/home/kantord/.cache/toylang-simple-dispatch/results/select-lazy-materialization-build-lua/76aa59c3/patch,/home/kantord/.cache/toylang-simple-dispatch/results/select-lazy-materialization-build-lua/76aa59c3,model_done,5,56
c030d59d,grill-via-annotations-round-composition-gate,deepseek/deepseek-v4-flash-0731,2026-09-19T17:41:15.107913+00:00,9964f5e33f98bd5ec3331d4b62e1867ddbce3757,2026-09-19T17:44:34.506311+00:00,199.4,GREEN,0.003826,/home/kantord/.cache/toylang-simple-dispatch/results/grill-via-annotations-round-composition-gate/c030d59d/patch,/home/kantord/.cache/toylang-simple-dispatch/results/grill-via-annotations-round-composition-gate/c030d59d,model_done,1,11
725a945d,select-lazy-materialization-build-llvm,deepseek/deepseek-v4-flash-0731,2026-09-19T17:41:15.107864+00:00,9964f5e33f98bd5ec3331d4b62e1867ddbce3757,2026-09-19T17:58:33.134771+00:00,1038.0,GREEN,0.166927,/home/kantord/.cache/toylang-simple-dispatch/results/select-lazy-materialization-build-llvm/725a945d/patch,/home/kantord/.cache/toylang-simple-dispatch/results/select-lazy-materialization-build-llvm/725a945d,model_done,8,71
32ebad8e,declare-terminator-build-2,deepseek/deepseek-v4-flash-0731,2026-09-19T18:42:14.196564+00:00,d11ec73cc0322a36d77fedbcd0a8f0838c05a368,2026-09-19T18:57:23.406403+00:00,909.2,RED,0.135087,/home/kantord/.cache/toylang-simple-dispatch/results/declare-terminator-build-2/32ebad8e/patch,/home/kantord/.cache/toylang-simple-dispatch/results/declare-terminator-build-2/32ebad8e,max_turns,24,90
cb787fe0,seq-runtime-pair-emission,deepseek/deepseek-v4-flash-0731,2026-09-19T18:42:14.195910+00:00,d11ec73cc0322a36d77fedbcd0a8f0838c05a368,2026-09-19T18:50:29.536289+00:00,495.3,STUCK,0.039496,,/home/kantord/.cache/toylang-simple-dispatch/results/seq-runtime-pair-emission/cb787fe0,dedup,0,42
15861ca5,pipe-through-remaining-backends,deepseek/deepseek-v4-flash-0731,2026-09-19T18:42:14.196279+00:00,d11ec73cc0322a36d77fedbcd0a8f0838c05a368,2026-09-19T18:47:51.465982+00:00,337.3,STUCK,0.071981,,/home/kantord/.cache/toylang-simple-dispatch/results/pipe-through-remaining-backends/15861ca5,dedup,0,60
0f61c8a4,benchmark-thesis-publication,deepseek/deepseek-v4-flash-0731,2026-09-19T19:05:05.433200+00:00,e130da9e266d6f8e4f735327366cd0e32f7412c5,2026-09-19T19:21:16.949095+00:00,971.5,GREEN,0.018561,/home/kantord/.cache/toylang-simple-dispatch/results/benchmark-thesis-publication/0f61c8a4/patch,/home/kantord/.cache/toylang-simple-dispatch/results/benchmark-thesis-publication/0f61c8a4,model_done,2,25
310b794a,rust-let-bound-vec-left-of-plus,deepseek/deepseek-v4-flash-0731,2026-09-19T19:05:05.433244+00:00,e130da9e266d6f8e4f735327366cd0e32f7412c5,2026-09-19T19:11:59.956655+00:00,414.5,GREEN,0.011037,/home/kantord/.cache/toylang-simple-dispatch/results/rust-let-bound-vec-left-of-plus/310b794a/patch,/home/kantord/.cache/toylang-simple-dispatch/results/rust-let-bound-vec-left-of-plus/310b794a,max_turns,4,30
11660b71,pipe-through-remaining-backends,deepseek/deepseek-v4-flash-0731,2026-09-19T19:05:05.433273+00:00,e130da9e266d6f8e4f735327366cd0e32f7412c5,2026-09-19T19:10:34.512014+00:00,329.1,GREEN,0.021124,/home/kantord/.cache/toylang-simple-dispatch/results/pipe-through-remaining-backends/11660b71/patch,/home/kantord/.cache/toylang-simple-dispatch/results/pipe-through-remaining-backends/11660b71,max_turns,4,30
50178cc8,docs-gaps-let-tailpipe-destructure-tailcall,deepseek/deepseek-v4-flash-0731,2026-09-19T19:33:40.201768+00:00,e130da9e266d6f8e4f735327366cd0e32f7412c5,2026-09-19T19:42:04.910098+00:00,504.7,GREEN,0.040450,/home/kantord/.cache/toylang-simple-dispatch/results/docs-gaps-let-tailpipe-destructure-tailcall/50178cc8/patch,/home/kantord/.cache/toylang-simple-dispatch/results/docs-gaps-let-tailpipe-destructure-tailcall/50178cc8,max_turns,6,60
c01ab30f,rust-let-bound-vec-left-of-plus,deepseek/deepseek-v4-flash-0731,2026-09-19T19:42:12.361841+00:00,b05bac567173ee44350d3925a8c93e9d815e8c28,2026-09-19T19:46:28.270591+00:00,255.9,GREEN,0.007000,/home/kantord/.cache/toylang-simple-dispatch/results/rust-let-bound-vec-left-of-plus/c01ab30f/patch,/home/kantord/.cache/toylang-simple-dispatch/results/rust-let-bound-vec-left-of-plus/c01ab30f,model_done,3,30
feb7c33d,docs-gaps-let-tailpipe-destructure-tailcall,deepseek/deepseek-v4-flash-0731,2026-09-19T19:45:43.287376+00:00,b05bac567173ee44350d3925a8c93e9d815e8c28,2026-09-19T19:51:12.892585+00:00,329.6,GREEN,0.011003,/home/kantord/.cache/toylang-simple-dispatch/results/docs-gaps-let-tailpipe-destructure-tailcall/feb7c33d/patch,/home/kantord/.cache/toylang-simple-dispatch/results/docs-gaps-let-tailpipe-destructure-tailcall/feb7c33d,max_turns,2,30
750f83c9,docs-gaps-let-tailpipe-destructure-tailcall,deepseek/deepseek-v4-flash-0731,2026-09-19T20:05:51.087776+00:00,5d1c43cda004b6dced75ea845e6a88a4a8a62835,2026-09-19T20:24:32.416267+00:00,1121.3,GREEN,0.177031,/home/kantord/.cache/toylang-simple-dispatch/results/docs-gaps-let-tailpipe-destructure-tailcall/750f83c9/patch,/home/kantord/.cache/toylang-simple-dispatch/results/docs-gaps-let-tailpipe-destructure-tailcall/750f83c9,model_done,7,80
75b6a550,docs-gaps-let-tailpipe-destructure-tailcall,deepseek/deepseek-v4-flash-0731,2026-09-19T20:34:07.111887+00:00,ad44278a0f33042f27b24f4f841fea7d8df51ddf,2026-09-19T20:47:36.197087+00:00,809.1,GREEN,0.149013,/home/kantord/.cache/toylang-simple-dispatch/results/docs-gaps-let-tailpipe-destructure-tailcall/75b6a550/patch,/home/kantord/.cache/toylang-simple-dispatch/results/docs-gaps-let-tailpipe-destructure-tailcall/75b6a550,model_done,6,77
6c0a991f,land-patch-generated-hunks-fix,deepseek/deepseek-v4-flash-0731,2026-09-19T20:34:07.118933+00:00,ad44278a0f33042f27b24f4f841fea7d8df51ddf,2026-09-19T20:40:35.253101+00:00,388.1,GREEN,0.017198,/home/kantord/.cache/toylang-simple-dispatch/results/land-patch-generated-hunks-fix/6c0a991f/patch,/home/kantord/.cache/toylang-simple-dispatch/results/land-patch-generated-hunks-fix/6c0a991f,max_turns,4,30
68c62204,seq-runtime-pair-emission,deepseek/deepseek-v4-flash-0731,2026-09-19T20:34:07.118788+00:00,ad44278a0f33042f27b24f4f841fea7d8df51ddf,2026-09-19T20:41:38.066999+00:00,450.9,STUCK,0.026140,,/home/kantord/.cache/toylang-simple-dispatch/results/seq-runtime-pair-emission/68c62204,dedup,0,34
88d87e08,transpose-jq-llvm,deepseek/deepseek-v4-flash-0731,2026-09-19T21:38:46.801029+00:00,86fd52e1027168b953a677d5720dbd300ca90e03,2026-09-19T21:56:33.878044+00:00,1067.1,GREEN,0.159770,/home/kantord/.cache/toylang-simple-dispatch/results/transpose-jq-llvm/88d87e08/patch,/home/kantord/.cache/toylang-simple-dispatch/results/transpose-jq-llvm/88d87e08,max_turns,11,90
5e12ae6b,declare-terminator-build-2a,deepseek/deepseek-v4-flash-0731,2026-09-19T21:38:46.800953+00:00,86fd52e1027168b953a677d5720dbd300ca90e03,2026-09-19T21:59:05.230524+00:00,1218.4,RED,0.106564,/home/kantord/.cache/toylang-simple-dispatch/results/declare-terminator-build-2a/5e12ae6b/patch,/home/kantord/.cache/toylang-simple-dispatch/results/declare-terminator-build-2a/5e12ae6b,max_turns,19,90
a596dc5c,grill-submit-disabled-no-feedback,deepseek/deepseek-v4-flash-0731,2026-09-19T22:29:23.447078+00:00,686915fb704a3d187e4d3270b368fd54fbb1b158,2026-09-19T22:36:55.976998+00:00,452.5,GREEN,0.020099,/home/kantord/.cache/toylang-simple-dispatch/results/grill-submit-disabled-no-feedback/a596dc5c/patch,/home/kantord/.cache/toylang-simple-dispatch/results/grill-submit-disabled-no-feedback/a596dc5c,model_done,3,38
8d3d90b1,declare-terminator-build-2a,deepseek/deepseek-v4-flash-0731,2026-09-19T22:29:23.446511+00:00,686915fb704a3d187e4d3270b368fd54fbb1b158,2026-09-19T22:34:28.196020+00:00,304.7,GREEN,0.011986,/home/kantord/.cache/toylang-simple-dispatch/results/declare-terminator-build-2a/8d3d90b1/patch,/home/kantord/.cache/toylang-simple-dispatch/results/declare-terminator-build-2a/8d3d90b1,max_turns,3,30
a2b1a785,declare-terminator-build-2b-1,deepseek/deepseek-v4-flash-0731,2026-09-19T23:01:44.441053+00:00,cb8bef20a549029b6d28be0ad5ae729f983b0c08,2026-09-19T23:11:44.786828+00:00,600.3,GREEN,0.044669,/home/kantord/.cache/toylang-simple-dispatch/results/declare-terminator-build-2b-1/a2b1a785/patch,/home/kantord/.cache/toylang-simple-dispatch/results/declare-terminator-build-2b-1/a2b1a785,max_turns,6,30
1670efcf,declare-terminator-build-2b-2,deepseek/deepseek-v4-flash-0731,2026-09-19T23:01:44.441530+00:00,cb8bef20a549029b6d28be0ad5ae729f983b0c08,2026-09-19T23:13:32.542054+00:00,708.1,GREEN,0.063088,/home/kantord/.cache/toylang-simple-dispatch/results/declare-terminator-build-2b-2/1670efcf/patch,/home/kantord/.cache/toylang-simple-dispatch/results/declare-terminator-build-2b-2/1670efcf,max_turns,6,30
977c597d,declare-terminator-build-2b-3,deepseek/deepseek-v4-flash-0731,2026-09-19T23:01:44.441397+00:00,cb8bef20a549029b6d28be0ad5ae729f983b0c08,2026-09-19T23:15:28.490241+00:00,824.0,GREEN,0.097853,/home/kantord/.cache/toylang-simple-dispatch/results/declare-terminator-build-2b-3/977c597d/patch,/home/kantord/.cache/toylang-simple-dispatch/results/declare-terminator-build-2b-3/977c597d,max_turns,7,60
1497636c,declare-terminator-build-2a-2,deepseek/deepseek-v4-flash-0731,2026-09-19T23:45:41.197445+00:00,50c1f0529a588fabb9814a2f74a7296f4061b4cc,2026-09-20T00:11:49.532296+00:00,1568.3,STUCK,0.162794,/home/kantord/.cache/toylang-simple-dispatch/results/declare-terminator-build-2a-2/1497636c/patch,/home/kantord/.cache/toylang-simple-dispatch/results/declare-terminator-build-2a-2/1497636c,dedup,8,90
de30e43d,declare-terminator-build-2a-4,deepseek/deepseek-v4-flash-0731,2026-09-19T23:45:41.197561+00:00,50c1f0529a588fabb9814a2f74a7296f4061b4cc,2026-09-19T23:50:37.538308+00:00,296.3,GREEN,0.022441,/home/kantord/.cache/toylang-simple-dispatch/results/declare-terminator-build-2a-4/de30e43d/patch,/home/kantord/.cache/toylang-simple-dispatch/results/declare-terminator-build-2a-4/de30e43d,max_turns,3,30
ba98d975,declare-terminator-build-2a-3,deepseek/deepseek-v4-flash-0731,2026-09-19T23:45:41.197503+00:00,50c1f0529a588fabb9814a2f74a7296f4061b4cc,2026-09-20T00:10:35.720737+00:00,1494.5,GREEN,0.151414,/home/kantord/.cache/toylang-simple-dispatch/results/declare-terminator-build-2a-3/ba98d975/patch,/home/kantord/.cache/toylang-simple-dispatch/results/declare-terminator-build-2a-3/ba98d975,max_turns,7,90
65357edb,declare-terminator-build-2a-2,deepseek/deepseek-v4-flash-0731,2026-09-20T08:39:11.052199+00:00,10e4e17d3db8a69cef4669560ee566e1785eacda,2026-09-20T09:07:02.748895+00:00,1671.7,RED,0.157188,/home/kantord/.cache/toylang-simple-dispatch/results/declare-terminator-build-2a-2/65357edb/patch,/home/kantord/.cache/toylang-simple-dispatch/results/declare-terminator-build-2a-2/65357edb,max_turns,10,84
5df294f9,declare-terminator-build-2a-5,deepseek/deepseek-v4-flash-0731,2026-09-20T09:16:45.868822+00:00,c753b4463c0f3afe039addc0f512a696a12ca279,2026-09-20T09:24:23.872469+00:00,458.0,RED,0.056208,/home/kantord/.cache/toylang-simple-dispatch/results/declare-terminator-build-2a-5/5df294f9/patch,/home/kantord/.cache/toylang-simple-dispatch/results/declare-terminator-build-2a-5/5df294f9,max_turns,20,60
f33b2e16,declare-terminator-build-2a-2,deepseek/deepseek-v4-flash-0731,2026-09-20T09:16:45.868518+00:00,c753b4463c0f3afe039addc0f512a696a12ca279,2026-09-20T09:40:05.749513+00:00,1399.9,RED,0.133665,/home/kantord/.cache/toylang-simple-dispatch/results/declare-terminator-build-2a-2/f33b2e16/patch,/home/kantord/.cache/toylang-simple-dispatch/results/declare-terminator-build-2a-2/f33b2e16,model_done,10,65
29a7234a,declare-terminator-build-2a-4,deepseek/deepseek-v4-flash-0731,2026-09-20T09:16:45.868568+00:00,c753b4463c0f3afe039addc0f512a696a12ca279,2026-09-20T09:36:57.953852+00:00,1212.1,GREEN,0.098984,/home/kantord/.cache/toylang-simple-dispatch/results/declare-terminator-build-2a-4/29a7234a/patch,/home/kantord/.cache/toylang-simple-dispatch/results/declare-terminator-build-2a-4/29a7234a,max_turns,5,60
54e5fb55,declare-terminator-build-2a-5,deepseek/deepseek-v4-flash-0731,2026-09-20T09:49:13.745707+00:00,1fcdd899a06cb4b72d0bff7c9609fea9c7adc950,2026-09-20T10:25:46.118332+00:00,2192.4,RED,0.176067,/home/kantord/.cache/toylang-simple-dispatch/results/declare-terminator-build-2a-5/54e5fb55/patch,/home/kantord/.cache/toylang-simple-dispatch/results/declare-terminator-build-2a-5/54e5fb55,max_turns,15,90
195592e5,declare-terminator-build-2a-6,deepseek/deepseek-v4-flash-0731,2026-09-20T09:49:13.745974+00:00,1fcdd899a06cb4b72d0bff7c9609fea9c7adc950,2026-09-20T10:10:15.217043+00:00,1261.5,GREEN,0.077439,/home/kantord/.cache/toylang-simple-dispatch/results/declare-terminator-build-2a-6/195592e5/patch,/home/kantord/.cache/toylang-simple-dispatch/results/declare-terminator-build-2a-6/195592e5,model_done,8,43
ef4fd300,declare-terminator-build-2a-2,deepseek/deepseek-v4-flash-0731,2026-09-20T09:49:13.745215+00:00,1fcdd899a06cb4b72d0bff7c9609fea9c7adc950,2026-09-20T10:28:43.101935+00:00,2369.4,RED,0.154882,/home/kantord/.cache/toylang-simple-dispatch/results/declare-terminator-build-2a-2/ef4fd300/patch,/home/kantord/.cache/toylang-simple-dispatch/results/declare-terminator-build-2a-2/ef4fd300,model_done,14,85
a2018306,declare-terminator-build-2a-8,deepseek/deepseek-v4-flash-0731,2026-09-20T10:46:26.883950+00:00,32a502e8116691a943d6883520fb919e297f87cb,2026-09-20T11:11:56.442340+00:00,1529.6,GREEN,0.076973,/home/kantord/.cache/toylang-simple-dispatch/results/declare-terminator-build-2a-8/a2018306/patch,/home/kantord/.cache/toylang-simple-dispatch/results/declare-terminator-build-2a-8/a2018306,model_done,9,47
997f77f8,declare-terminator-build-2a-7,deepseek/deepseek-v4-flash-0731,2026-09-20T10:46:26.885065+00:00,32a502e8116691a943d6883520fb919e297f87cb,2026-09-20T11:07:10.704198+00:00,1243.8,GREEN,0.076927,/home/kantord/.cache/toylang-simple-dispatch/results/declare-terminator-build-2a-7/997f77f8/patch,/home/kantord/.cache/toylang-simple-dispatch/results/declare-terminator-build-2a-7/997f77f8,model_done,2,40
5e8c1a91,declare-terminator-build-2a-5,deepseek/deepseek-v4-flash-0731,2026-09-20T10:46:26.883101+00:00,32a502e8116691a943d6883520fb919e297f87cb,2026-09-20T11:05:09.155240+00:00,1122.3,GREEN,0.034726,/home/kantord/.cache/toylang-simple-dispatch/results/declare-terminator-build-2a-5/5e8c1a91/patch,/home/kantord/.cache/toylang-simple-dispatch/results/declare-terminator-build-2a-5/5e8c1a91,model_done,9,42
b3ca3771,declare-terminator-build-2a-2,deepseek/deepseek-v4-flash-0731,2026-09-20T11:57:48.295042+00:00,de036cd6f7b9a2f392568df99f858a5fb2133509,2026-09-20T12:50:35.868425+00:00,3167.6,RED,0.237925,/home/kantord/.cache/toylang-simple-dispatch/results/declare-terminator-build-2a-2/b3ca3771/patch,/home/kantord/.cache/toylang-simple-dispatch/results/declare-terminator-build-2a-2/b3ca3771,max_turns,11,90
a1a1aec6,declare-terminator-build-2a-2,deepseek/deepseek-v4-flash-0731,2026-09-20T13:01:04.987954+00:00,9b9d24bc8f7f3c8bd934c996c6e19bb9b803dda6,2026-09-20T13:58:26.553999+00:00,3441.6,TIMEOUT,0.219696,/home/kantord/.cache/toylang-simple-dispatch/results/declare-terminator-build-2a-2/a1a1aec6/patch,/home/kantord/.cache/toylang-simple-dispatch/results/declare-terminator-build-2a-2/a1a1aec6,wall_clock,8,60
76950416,float-builtins-build-front,deepseek/deepseek-v4-flash-0731,2026-09-20T14:10:34.885689+00:00,12387259fa38f02dc5029af35d438fc026be9232,2026-09-20T14:27:20.625178+00:00,1005.7,RED,0.142406,/home/kantord/.cache/toylang-simple-dispatch/results/float-builtins-build-front/76950416/patch,/home/kantord/.cache/toylang-simple-dispatch/results/float-builtins-build-front/76950416,max_turns,22,90
c9906770,declare-terminator-build-2a-2,deepseek/deepseek-v4-flash-0731,2026-09-20T14:10:34.883323+00:00,12387259fa38f02dc5029af35d438fc026be9232,2026-09-20T15:12:30.396697+00:00,3715.5,RED,0.217819,/home/kantord/.cache/toylang-simple-dispatch/results/declare-terminator-build-2a-2/c9906770/patch,/home/kantord/.cache/toylang-simple-dispatch/results/declare-terminator-build-2a-2/c9906770,max_turns,9,90
0ed30540,pipe-through-remaining-backends-2,deepseek/deepseek-v4-flash-0731,2026-09-20T14:10:34.885124+00:00,12387259fa38f02dc5029af35d438fc026be9232,2026-09-20T14:20:51.928413+00:00,617.0,GREEN,0.081823,/home/kantord/.cache/toylang-simple-dispatch/results/pipe-through-remaining-backends-2/0ed30540/patch,/home/kantord/.cache/toylang-simple-dispatch/results/pipe-through-remaining-backends-2/0ed30540,model_done,6,56
01ae5c2e,float-builtins-build-front,deepseek/deepseek-v4-flash-0731,2026-09-20T15:56:50.369255+00:00,d845da4d4692f6e032a1e9a6e0bd1b28ec7f9982,2026-09-20T16:04:11.514349+00:00,441.1,GREEN,0.018227,/home/kantord/.cache/toylang-simple-dispatch/results/float-builtins-build-front/01ae5c2e/patch,/home/kantord/.cache/toylang-simple-dispatch/results/float-builtins-build-front/01ae5c2e,max_turns,4,30
f9847c44,declare-terminator-build-2a-2,deepseek/deepseek-v4-flash-0731,2026-09-20T15:56:50.369218+00:00,d845da4d4692f6e032a1e9a6e0bd1b28ec7f9982,2026-09-20T16:40:18.456243+00:00,2608.1,RED,0.242356,/home/kantord/.cache/toylang-simple-dispatch/results/declare-terminator-build-2a-2/f9847c44/patch,/home/kantord/.cache/toylang-simple-dispatch/results/declare-terminator-build-2a-2/f9847c44,max_turns,11,90
4280ed32,float-builtins-build-front,deepseek/deepseek-v4-flash-0731,2026-09-20T16:49:53.007795+00:00,5ed41b79610915abf5e2825174c8f78541ee02ca,2026-09-20T16:56:06.671255+00:00,373.7,GREEN,0.024518,/home/kantord/.cache/toylang-simple-dispatch/results/float-builtins-build-front/4280ed32/patch,/home/kantord/.cache/toylang-simple-dispatch/results/float-builtins-build-front/4280ed32,max_turns,7,30
b4b26474,declare-terminator-build-2a-2,deepseek/deepseek-v4-flash-0731,2026-09-20T17:17:31.480760+00:00,34957614b2f27ee94138982b6c412c0763e30193,2026-09-20T17:21:53.721111+00:00,262.2,GREEN,0.020313,/home/kantord/.cache/toylang-simple-dispatch/results/declare-terminator-build-2a-2/b4b26474/patch,/home/kantord/.cache/toylang-simple-dispatch/results/declare-terminator-build-2a-2/b4b26474,model_done,2,18
7059cd4f,fold-step-item-rename-build,deepseek/deepseek-v4-flash-0731,2026-09-20T18:42:24.549364+00:00,a4c8456aacc3db9460b060639db3dba70786b094,2026-09-20T18:54:50.085964+00:00,745.5,GREEN,0.018729,/home/kantord/.cache/toylang-simple-dispatch/results/fold-step-item-rename-build/7059cd4f/patch,/home/kantord/.cache/toylang-simple-dispatch/results/fold-step-item-rename-build/7059cd4f,model_done,6,28
d793772a,js-build-pub-exports-build,deepseek/deepseek-v4-flash-0731,2026-09-20T18:42:24.549325+00:00,a4c8456aacc3db9460b060639db3dba70786b094,2026-09-20T18:50:16.023658+00:00,471.5,STUCK,0.100944,,/home/kantord/.cache/toylang-simple-dispatch/results/js-build-pub-exports-build/d793772a,dedup,0,60
3b007bc9,js-build-pub-exports-build,deepseek/deepseek-v4-flash-0731,2026-09-20T19:01:48.015308+00:00,e3f49a655790864a2fbeb3186cfbd6a51d53ed61,2026-09-20T19:12:49.953204+00:00,661.9,GREEN,0.069566,/home/kantord/.cache/toylang-simple-dispatch/results/js-build-pub-exports-build/3b007bc9/patch,/home/kantord/.cache/toylang-simple-dispatch/results/js-build-pub-exports-build/3b007bc9,max_turns,7,50
dda92cc9,float-builtins-build-front,deepseek/deepseek-v4-flash-0731,2026-09-20T19:44:41.316401+00:00,6f31591a8f661585afc6a6de483cb6a2004617a6,2026-09-20T20:07:46.661745+00:00,1385.3,GREEN,0.242448,/home/kantord/.cache/toylang-simple-dispatch/results/float-builtins-build-front/dda92cc9/patch,/home/kantord/.cache/toylang-simple-dispatch/results/float-builtins-build-front/dda92cc9,model_done,12,73
5a50c899,pipe-through-js,deepseek/deepseek-v4-flash-0731,2026-09-20T20:24:53.497055+00:00,07c49c7f28601bf5dce483f7681e0909a1981237,,,RUNNING,,,/home/kantord/.cache/toylang-simple-dispatch/results/pipe-through-js/5a50c899,,,
78efbeb7,js-build-pub-exports-build-lib,deepseek/deepseek-v4-flash-0731,2026-09-20T20:24:53.496701+00:00,07c49c7f28601bf5dce483f7681e0909a1981237,,,RUNNING,,,/home/kantord/.cache/toylang-simple-dispatch/results/js-build-pub-exports-build-lib/78efbeb7,,,
